OrderID,OrderDate,CustomerName,Product,Region,Salesperson,Quantity,UnitPrice,Revenue,OrderStatus,PaymentMethod
ORD10288,2024-02-15,Customer_592,Printer,South,Rahul,10,12000,120000,Returned,UPI
ORD10289,2024-04-22,Customer_436,SSD, SOUTH,Neha,9,5000,45000,Cancelled,cash 
ORD10290,2024-09-08,Customer_577,Monitor,east,Amit,8,5000,40000,delivered,cash 
ORD10291,2024-01-13,Customer_223,Speaker,East,Amit,7,2500,17500,Cancelled,Net Banking
ORD10292,2024-03-18,Customer_306,Keyboard, SOUTH,Neha,9,12000,108000,Shipped,cash 
ORD10293,2024-09-08,Customer_428,Keyboard, SOUTH,Priya,4,1200,4800,Delivered,Debit Card
ORD10294,2025-06-27,Customer_70,Laptop,East,Amit,8,25000,200000, Returned,UPI
ORD10295,2025-09-30,Customer_89,Keyboard,South,Karan,7,12000,84000,Returned,Cash
ORD10296,2024-07-09,Customer_547,Headset, SOUTH,Vikas,1,1200,1200,Delivered,cash 
ORD10297,2024-05-22,,Laptop,South,Vikas,7,25000,175000,Cancelled,UPI
ORD10298,2025-01-27,Customer_364,Monitor,east,Sneha,10,800,8000, Returned,Cash
ORD10299,2025-06-13,Customer_393,Webcam,north ,Neha,1,12000,12000, Returned,UPI
ORD10300,2025-03-15,Customer_121,SSD, SOUTH,Karan,1,800,800, Returned,cash 
ORD10301,2025-07-21,Customer_231,Mouse,East,Rahul,5,2500,12500,delivered,Debit Card
ORD10302,2024-11-29,Customer_282,Keyboard,South,Amit,10,1200,12000, Returned,Net Banking
ORD10303,2024-04-06,Customer_210,SSD, SOUTH,Vikas,2,500,1000,delivered,Debit Card
ORD10304,2025-03-17,Customer_197,Keyboard, SOUTH,Rahul,9,500,4500,Cancelled,Net Banking
ORD10305,2024-06-10,Customer_24,Webcam,South,Rahul,3,800,2400,delivered,Debit Card
ORD10306,2024-08-28,Customer_253,Speaker,north ,Vikas,2,12000,24000,Delivered,UPI
ORD10307,2024-08-09,Customer_491,Mouse,North,Rahul,10,1200,12000,Returned,Credit Card
ORD10308,2024-08-18,  Customer_460  ,Tablet   ,north ,Priya,8,800,6400,Delivered,Net Banking
ORD10309,2025-12-14,Customer_380,Speaker,east,Amit,7,500,3500,Returned,cash 
ORD10310,2025-06-08,Customer_528,Laptop,South,Sneha,7,25000,175000,Cancelled,Cash
ORD10311,2024-06-08,Customer_122,Webcam,West,Vikas,3,25000,75000,Returned,UPI
ORD10312,2024-05-03,Customer_587,Headset,South,Vikas,8,500,,Returned,Credit Card
ORD10313,2024-05-14,Customer_124,Speaker, SOUTH,Sneha,5,2500,12500,Shipped,Cash
ORD10314,2024-01-24,Customer_92,SSD,South,Karan,3,12000,36000,Shipped,UPI
ORD10315,2025-04-19,Customer_22,SSD,North,Karan,1,800,800,Delivered,Cash
ORD10316,2024-09-28,Customer_70,Monitor,South,Pooja,9,800,7200,Cancelled,Cash
ORD10317,2025-06-16,Customer_419,Monitor,East,Sneha,3,800,2400,Shipped,Cash
ORD10318,2024-10-31,Customer_586,Keyboard,North,Sneha,1,800,800,Cancelled,Credit Card
ORD10319,2024-03-24,Customer_79,Laptop,South,Priya,8,12000,96000,Shipped,Credit Card
ORD10319,2025-09-22,Customer_505,Monitor, SOUTH,Amit,9,2500,22500,Delivered,UPI
ORD10321,2024-03-18,Customer_380,Headset,South,Rahul,8,800,6400,Shipped,UPI
ORD10322,2025-07-12,Customer_323,Monitor,West,Karan,9,800,7200,Returned,Debit Card
ORD10323,2025-08-31,Customer_13,Mouse,north ,Sneha,9,5000,45000,Shipped,Debit Card
ORD10324,2024-11-11,Customer_151,Tablet,east,Amit,6,25000,150000, Returned,Credit Card
ORD10325,2024-11-15,Customer_308,Printer, SOUTH,Pooja,6,25000,150000,Delivered,cash 
ORD10326,2024-02-04,Customer_39,Speaker, SOUTH,Priya,1,25000,25000, Returned,Net Banking
ORD10327,2025-06-20,Customer_377,Mouse,north ,Priya,10,800,8000,Cancelled,Debit Card
ORD10328,2024-12-20,Customer_51,Printer, SOUTH,Sneha,4,2500,10000,delivered,Debit Card
ORD10329,2025-03-25,Customer_9,SSD,South,Priya,8,2500,20000,Cancelled,Net Banking
ORD10330,13/04/2024,,Keyboard,North,Karan,-5,1200,-6000,Returned,Net Banking
ORD10331,2024-05-05,Customer_280,Webcam,South,Pooja,7,800,5600,Shipped,Cash
ORD10332,2025-11-22,Customer_96,Laptop,east,Karan,5,2500,12500,Shipped,Net Banking
ORD10333,32/13/2024,Customer_326,SSD,West,Rahul,6,25000,150000,delivered,Credit Card
ORD10334,2025-10-14,Customer_201,Laptop,East,Sneha,1,500,500,Delivered,Net Banking
ORD10335,2025-05-03,Customer_368,Tablet,West,Vikas,6,1200,7200,Delivered,Cash
ORD10336,2024-08-28,Customer_153,Speaker,north ,Pooja,3,800,2400,delivered,UPI
ORD10337,2024-02-03,Customer_156,Printer, SOUTH,Vikas,9,2500,22500,Delivered,UPI
ORD10338,2025-12-30,Customer_243,Webcam, SOUTH,Neha,9,5000,45000,Shipped,UPI
ORD10339,2025-07-09,Customer_423,Tablet, SOUTH,Priya,5,5000,25000,Delivered,cash 
ORD10340,2025-01-08,Customer_202,SSD, SOUTH,Neha,1,5000,5000,Delivered,Debit Card
ORD10341,2024-03-12,Customer_419,Keyboard,West,Neha,2,25000,50000,Delivered,Credit Card
ORD10342,2025-04-02,Customer_282,SSD,West,Vikas,1,1200,1200,Shipped,Cash
ORD10343,2025-11-23,Customer_77,Laptop,South,Priya,9,12000,108000,Delivered,Credit Card
ORD10344,2025-01-06,Customer_89,Printer,South,Karan,7,800,5600,Delivered,UPI
ORD10345,2025-03-29,Customer_330,Mouse,West,Sneha,7,800,5600,Cancelled,Cash
ORD10346,2024-06-14,Customer_159,Speaker,North,Sneha,2,2500,5000,Delivered,cash 
ORD10347,2024-09-22,Customer_39,Mouse,east,Vikas,3,12000,36000, Returned,Credit Card
ORD10348,2024-08-15,Customer_314,Webcam,East,Amit,5,5000,25000, Returned,Credit Card
ORD10349,2025-06-10,Customer_569,Headset,South,Vikas,4,5000,20000,Shipped,UPI
ORD10350,2025-04-21,Customer_551,Printer, SOUTH,Amit,9,500,4500,delivered,Debit Card
ORD10351,2024-09-13,Customer_397,Laptop, SOUTH,Vikas,2,500,1000,Shipped,cash 
ORD10352,2024-03-24,Customer_189,Tablet   ,North,Amit,3,5000,15000,Delivered,Net Banking
ORD10353,2024-05-02,Customer_277,Printer,North,Pooja,1,2500,2500,Shipped,cash 
ORD10354,2025-02-19,Customer_390,Laptop,South,Priya,7,12000,84000,Shipped,Debit Card
ORD10355,2024-06-06,Customer_522,Headset,South,Neha,6,12000,72000,Returned,Debit Card
ORD10356,2024-05-29,Customer_403,Headset,North,Amit,3,500,1500,Shipped,cash 
ORD10357,2024-08-22,Customer_582,Speaker, SOUTH,Priya,1,5000,5000,Shipped,UPI
ORD10358,2025-02-24,Customer_169,Webcam,West,Priya,7,500,3500, Returned,cash 
ORD10359,2024-08-13,Customer_22,Mouse,South,Sneha,7,500,3500,Returned,Net Banking
ORD10359,2025-10-25,Customer_272,Headset,north ,Sneha,8,12000,96000,delivered,Net Banking
ORD10361,2025-12-18,Customer_432,Tablet, SOUTH,Pooja,7,2500,17500,Delivered,Credit Card
ORD10362,2025-02-01,Customer_178,Laptop,east,Priya,5,2500,12500,delivered,Debit Card
ORD10363,2025-12-13,,Speaker,North,Amit,10,25000,250000, Returned,Credit Card
ORD10364,2024-04-30,Customer_228,Mouse,South,Sneha,6,1200,,Shipped,Debit Card
ORD10365,2024-04-05,Customer_507,Monitor,north ,Priya,7,25000,175000,Shipped,Credit Card
ORD10366,2024-09-12,Customer_182,Laptop,east,Sneha,4,25000,100000,Shipped,Cash
ORD10367,2025-02-25,Customer_579,SSD,north ,Karan,2,800,1600,delivered,Debit Card
ORD10368,2025-05-19,Customer_62,Headset,east,Rahul,9,2500,22500,Returned,Net Banking
ORD10369,2024-11-22,Customer_153,Keyboard,West,Vikas,10,500,5000,Shipped,Debit Card
ORD10370,2024-10-18,Customer_471,SSD,South,Priya,1,500,500,Cancelled,Debit Card
ORD10371,2024-06-27,Customer_369,Tablet,north ,Amit,5,800,4000,Returned,cash 
ORD10372,2024-11-10,Customer_539,Headset,North,Neha,3,25000,75000,Shipped,Debit Card
ORD10373,2025-04-21,Customer_286,SSD,east,Vikas,2,800,1600, Returned,Credit Card
ORD10374,2024-05-21,Customer_66,Headset,South,Rahul,5,1200,6000,Delivered,Net Banking
ORD10375,2025-02-22,Customer_324,Mouse,South,Sneha,4,25000,100000,Returned,Debit Card
ORD10376,2024-05-29,Customer_213,Mouse,South,Rahul,9,500,4500,Shipped,UPI
ORD10377,2025-11-08,Customer_497,Keyboard,north ,Karan,8,500,4000,Returned,UPI
ORD10378,2025-12-15,Customer_457,Laptop,South,Vikas,9,2500,22500,Returned,Debit Card
ORD10379,2025-08-22,Customer_572,Monitor,North,Rahul,8,1200,9600,Shipped,Credit Card
ORD10380,2025-09-06,Customer_460,Headset,West,Vikas,3,1200,3600, Returned,cash 
ORD10381,2025-01-12,Customer_177,Webcam,North,Pooja,5,2500,12500,Returned,UPI
ORD10382,2025-10-21,Customer_289,Headset,East,Amit,2,800,1600,Returned,Net Banking
ORD10383,2025-10-24,Customer_242,Speaker,east,Priya,10,1200,12000,Cancelled,Cash
ORD10384,2024-08-19,Customer_190,Mouse,east,Karan,2,12000,24000, Returned,Cash
ORD10385,26/10/2025,  Customer_215  ,Tablet,North,Karan,3,500,1500,Cancelled,Cash
ORD10386,2024-06-25,Customer_350,Mouse,North,Karan,7,2500,17500, Returned,UPI
ORD10387,2025-03-04,Customer_297,Speaker,East,Pooja,8,1200,9600,Cancelled,Net Banking
ORD10388,2024-12-28,Customer_3,Webcam, SOUTH,Priya,1,5000,5000,Returned,UPI
ORD10389,2024-01-17,Customer_545,Keyboard,north ,Neha,4,1200,4800,delivered,Cash
ORD10390,2025-04-10,Customer_39,Speaker, SOUTH,Pooja,10,1200,12000,Shipped,UPI
ORD10391,2025-06-02,Customer_460,Printer,north ,Pooja,4,25000,100000,Delivered,Cash
ORD10392,2024-01-13,Customer_465,SSD,South,Priya,6,500,3000,Cancelled,Net Banking
ORD10393,2024-01-14,Customer_36,Headset,West,Vikas,6,1200,7200,Cancelled,cash 
ORD10394,2025-09-19,Customer_259,Monitor,east,Pooja,7,5000,35000, Returned,cash 
ORD10395,2024-04-03,Customer_198,Keyboard,East,Karan,9,25000,225000, Returned,UPI
ORD10396,2025-09-02,,Speaker   ,South,Rahul,-6,1200,-7200, Returned,Debit Card
ORD10397,2025-01-20,Customer_538,Keyboard, SOUTH,Neha,8,500,4000,delivered,Cash
ORD10398,2025-05-01,Customer_471,Laptop,West,Amit,10,25000,250000,Delivered,Net Banking
ORD10399,2025-03-15,Customer_74,Monitor,North,Sneha,1,1200,1200,Shipped,UPI
ORD10399,2024-02-21,Customer_88,Monitor, SOUTH,Priya,6,25000,150000,delivered,UPI
ORD10401,2025-05-06,Customer_580,Printer,East,Pooja,4,25000,100000,delivered,Net Banking
ORD10402,2024-04-26,Customer_568,Monitor, SOUTH,Amit,6,25000,150000,Delivered,cash 
ORD10403,2024-07-04,Customer_449,Monitor,South,Priya,3,5000,15000,Returned,UPI
ORD10404,2025-08-07,Customer_274,Monitor,East,Amit,1,800,800, Returned,Net Banking
ORD10405,2024-09-20,Customer_63,Monitor,West,Neha,9,500,4500, Returned,UPI
ORD10406,2024-04-14,Customer_430,Laptop,north ,Vikas,8,25000,200000, Returned,UPI
ORD10407,2024-04-28,Customer_201,Mouse,East,Sneha,6,5000,30000, Returned,cash 
ORD10408,2025-07-18,Customer_238,Monitor,North,Priya,4,1200,4800,Cancelled,Cash
ORD10409,2025-11-29,Customer_207,Webcam,north ,Priya,8,2500,20000,Delivered,Cash
ORD10410,2025-06-01,Customer_196,Webcam,West,Amit,1,800,800, Returned,Net Banking
ORD10411,2024-09-02,Customer_454,Mouse,West,Pooja,2,12000,24000,delivered,Cash
ORD10412,2024-06-27,Customer_131,Tablet, SOUTH,Amit,6,1200,7200,Returned,cash 
ORD10413,2024-12-11,Customer_269,Mouse,east,Priya,10,25000,250000,Shipped,Net Banking
ORD10414,2024-05-07,Customer_485,Speaker,North,Neha,9,500,4500,Returned,Debit Card
ORD10415,2025-05-25,Customer_438,SSD,East,Rahul,4,800,3200,Shipped,UPI
ORD10416,2024-06-24,Customer_302,Monitor,north ,Pooja,3,800,,Cancelled,Net Banking
ORD10417,2024-11-11,Customer_118,Printer,East,Pooja,4,1200,4800,delivered,Credit Card
ORD10418,2025-11-13,Customer_63,Speaker,east,Rahul,8,25000,200000,Returned,Cash
ORD10419,2024-12-06,Customer_284,Tablet,West,Karan,3,800,2400,Cancelled,Debit Card
ORD10420,2025-10-16,Customer_576,Headset, SOUTH,Pooja,1,2500,2500, Returned,Cash
ORD10421,2025-07-31,Customer_84,Webcam,East,Rahul,5,500,2500,Shipped,Credit Card
ORD10422,2025-12-02,Customer_60,Keyboard,North,Rahul,6,25000,150000,delivered,Debit Card
ORD10423,2024-05-30,Customer_484,Keyboard,East,Pooja,2,12000,24000,delivered,Cash
ORD10424,2025-11-26,Customer_508,Headset,North,Neha,2,500,1000,Cancelled,Net Banking
ORD10425,2025-03-30,Customer_470,Laptop,West,Sneha,2,12000,24000,Shipped,Debit Card
ORD10426,2025-03-19,Customer_520,Speaker, SOUTH,Pooja,1,2500,2500,delivered,Debit Card
ORD10427,2025-06-26,Customer_324,SSD,north ,Neha,7,500,3500,Returned,cash 
ORD10428,2025-09-14,Customer_454,Keyboard,east,Priya,9,800,7200,delivered,Cash
ORD10429,2024-10-30,,Headset,east,Karan,10,1200,12000, Returned,UPI
ORD10430,2025-05-01,Customer_561,Headset,South,Vikas,1,2500,2500,Shipped,Net Banking
ORD10431,2024-04-12,Customer_450,Mouse,North,Sneha,6,12000,72000,delivered,Net Banking
ORD10432,2025-02-14,Customer_430,Tablet,east,Rahul,1,5000,5000,Delivered,Credit Card
ORD10433,2024-06-09,Customer_399,SSD, SOUTH,Pooja,8,2500,20000,Shipped,Net Banking
ORD10434,2025-07-07,Customer_100,Laptop,east,Sneha,5,5000,25000,Cancelled,Credit Card
ORD10435,2024-12-01,Customer_452,Tablet,East,Pooja,5,5000,25000,Delivered,cash 
ORD10436,2025-12-19,Customer_384,SSD,East,Karan,2,500,1000,delivered,cash 
ORD10437,2025-01-22,Customer_434,Laptop,east,Neha,4,5000,20000,Delivered,Net Banking
ORD10438,2025-08-05,Customer_583,Headset,east,Vikas,9,2500,22500,Cancelled,cash 
ORD10439,2024-10-16,Customer_162,Keyboard,South,Vikas,9,500,4500,Delivered,cash 
ORD10439,22/07/2024,Customer_134,Laptop   ,north ,Rahul,7,1200,8400,Returned,Credit Card
ORD10441,2024-04-19,Customer_159,Tablet,South,Priya,7,12000,84000, Returned,Credit Card
ORD10442,2024-09-22,Customer_533,Speaker, SOUTH,Priya,5,5000,25000, Returned,UPI
ORD10443,2025-09-05,Customer_428,Speaker, SOUTH,Priya,5,2500,12500,Delivered,Credit Card
ORD10444,32/13/2024,Customer_111,Monitor,north ,Pooja,10,5000,50000, Returned,Debit Card
ORD10445,2025-08-05,Customer_253,Keyboard,east,Rahul,5,500,2500,Cancelled,cash 
ORD10446,2024-02-06,Customer_188,Headset,east,Priya,2,500,1000,delivered,Credit Card
ORD10447,2025-01-18,Customer_162,Webcam,North,Karan,3,1200,3600, Returned,Debit Card
ORD10448,2025-09-02,Customer_424,Keyboard,north ,Sneha,4,500,2000,Shipped,cash 
ORD10449,2024-05-27,Customer_434,Headset,West,Pooja,10,500,5000,Delivered,cash 
ORD10450,2024-07-29,Customer_199,Keyboard,east,Karan,1,2500,2500,Cancelled,Net Banking
ORD10451,2025-01-24,Customer_250,Tablet,east,Karan,8,2500,20000, Returned,Credit Card
ORD10452,2024-06-05,Customer_205,Monitor,North,Priya,6,25000,150000, Returned,Debit Card
ORD10453,2024-03-07,Customer_27,Tablet,South,Pooja,6,800,4800, Returned,Net Banking
ORD10454,2025-07-25,Customer_209,Webcam,north ,Priya,9,5000,45000,Shipped,Net Banking
ORD10455,2024-10-01,Customer_99,Laptop,East,Vikas,6,25000,#VALUE!,delivered,Credit Card
ORD10456,2024-05-30,Customer_17,Printer,North,Amit,6,1200,7200,Cancelled,Debit Card
ORD10457,2025-03-14,Customer_593,Webcam,east,Priya,6,1200,7200,delivered,Cash
ORD10458,2025-03-24,Customer_419,Headset,east,Amit,9,12000,108000, Returned,Credit Card
ORD10459,2024-04-15,Customer_518,Speaker,east,Priya,4,800,3200,Delivered,UPI
ORD10460,2024-11-10,Customer_389,Speaker,East,Vikas,7,500,3500,Returned,cash 
ORD10461,2025-08-18,Customer_112,Monitor,South,Neha,7,800,5600,Shipped,Cash
ORD10462,2025-05-08,    ,Webcam,east,Pooja,-6,5000,-30000,Shipped,Net Banking
ORD10463,2025-01-03,Customer_413,Tablet,East,Neha,5,5000,25000,Returned,Cash
ORD10464,2024-08-05,Customer_473,Keyboard,South,Pooja,1,800,800,Cancelled,Cash
ORD10465,2025-11-21,Customer_380,Printer,West,Priya,3,25000,75000,Returned,UPI
ORD10466,2025-03-24,Customer_575,Printer,east,Karan,7,1200,8400,Delivered,Debit Card
ORD10467,2025-09-10,Customer_507,Monitor,east,Sneha,3,1200,3600, Returned,Cash
ORD10468,2024-12-13,Customer_322,SSD,east,Rahul,6,1200,,delivered,UPI
ORD10469,2024-03-22,Customer_218,Laptop,South,Amit,10,500,5000, Returned,UPI
ORD10470,2024-10-25,Customer_484,Laptop,east,Amit,2,12000,24000,Cancelled,cash 
ORD10471,2025-01-13,Customer_140,SSD, SOUTH,Priya,3,2500,7500,Delivered,cash 
ORD10472,2024-03-15,Customer_1,Webcam,east,Vikas,8,1200,9600,delivered,UPI
ORD10473,2024-11-29,Customer_316,Headset,north ,Pooja,6,25000,150000, Returned,cash 
ORD10474,2024-06-22,Customer_296,SSD, SOUTH,Amit,2,25000,50000, Returned,Cash
ORD10475,2024-09-15,Customer_573,Printer,South,Amit,8,500,4000,Returned,UPI
ORD10476,2025-07-21,Customer_391,Mouse,east,Karan,9,12000,108000,Cancelled,Cash
ORD10477,2024-08-14,Customer_130,Speaker,East,Pooja,9,12000,108000,Delivered,Credit Card
ORD10478,2025-08-01,Customer_445,Laptop,West,Karan,7,5000,35000, Returned,Debit Card
ORD10479,2025-08-18,Customer_457,SSD,north ,Vikas,10,500,5000,Cancelled,UPI
ORD10479,2025-11-30,Customer_70,Monitor,West,Sneha,9,25000,225000,Returned,Net Banking
ORD10481,2024-08-24,Customer_61,Keyboard,east,Vikas,4,2500,10000,Shipped,Net Banking
ORD10482,2024-10-14,Customer_475,Tablet,north ,Neha,1,800,800,Returned,cash 
ORD10483,2025-08-07,Customer_594,Speaker,South,Sneha,7,25000,175000, Returned,Debit Card
ORD10484,2024-07-11,Customer_72,Webcam   ,West,Neha,10,500,5000,Delivered,Credit Card
ORD10485,2025-09-08,Customer_53,Laptop,South,Pooja,3,25000,75000,Returned,Debit Card
ORD10486,2024-09-29,Customer_405,Keyboard,South,Priya,6,500,3000,Cancelled,Net Banking
ORD10487,2024-06-29,Customer_539,Laptop,east,Neha,7,2500,17500, Returned,Debit Card
ORD10488,2024-05-29,Customer_566,Laptop,East,Rahul,1,500,500,Returned,Net Banking
ORD10489,2024-08-01,Customer_519,SSD,East,Priya,2,2500,5000,Shipped,cash 
ORD10490,2024-06-15,Customer_536,Headset,West,Karan,3,500,1500,Delivered,UPI
ORD10491,2024-08-18,Customer_459,SSD, SOUTH,Sneha,1,1200,1200,delivered,cash 
ORD10492,2024-11-21,Customer_372,Headset,east,Rahul,9,2500,22500,Cancelled,Net Banking
ORD10493,2024-09-25,Customer_242,SSD,North,Vikas,3,1200,3600,Cancelled,cash 
ORD10494,2025-09-03,Customer_573,Keyboard,east,Vikas,5,5000,25000,Delivered,Debit Card
ORD10495,15/12/2024,,Tablet,South,Sneha,2,25000,50000,Returned,UPI
ORD10496,2025-05-27,Customer_548,Printer,North,Vikas,2,1200,2400,Delivered,Net Banking
ORD10497,2025-10-02,Customer_324,Monitor,East,Priya,1,500,500,Delivered,Credit Card
ORD10498,2025-05-22,Customer_526,SSD,East,Pooja,4,2500,10000, Returned,cash 
ORD10499,2024-09-16,Customer_4,Keyboard, SOUTH,Rahul,2,12000,24000,Delivered,Debit Card
ORD10500,2025-05-13,Customer_337,Headset,North,Amit,9,25000,225000,Shipped,Credit Card
ORD10501,2024-09-22,Customer_429,Speaker,north ,Amit,1,800,800,Returned,Credit Card
ORD10502,2025-11-05,Customer_133,Mouse,West,Vikas,3,500,1500,Returned,Credit Card
ORD10503,2025-08-11,Customer_222,Headset,North,Amit,8,5000,40000,Shipped,UPI
ORD10504,2024-12-21,Customer_568,Headset,South,Vikas,3,25000,75000, Returned,Credit Card
ORD10505,2025-11-07,Customer_361,Webcam,South,Amit,3,12000,36000,Shipped,UPI
ORD10506,2025-05-04,Customer_279,Webcam,West,Karan,8,500,4000,delivered,Credit Card
ORD10507,2024-07-21,Customer_78,Speaker,North,Priya,8,25000,200000,Delivered,Debit Card
ORD10508,2024-11-20,Customer_337,Printer,east,Amit,10,25000,250000,Shipped,UPI
ORD10509,2024-06-09,Customer_155,Mouse,East,Karan,1,5000,5000,Shipped,cash 
ORD10510,2024-11-18,Customer_84,Speaker,East,Neha,7,25000,175000,Returned,Credit Card
ORD10511,2025-12-18,Customer_7,Monitor,East,Vikas,8,5000,40000,Returned,Net Banking
ORD10512,2024-08-30,Customer_424,Mouse,East,Amit,1,25000,25000,Cancelled,Debit Card
ORD10513,2025-05-25,Customer_91,Speaker,east,Neha,10,800,8000,Cancelled,cash 
ORD10514,2024-04-20,Customer_27,Keyboard,North,Priya,9,12000,108000, Returned,Debit Card
ORD10515,2024-01-22,Customer_409,Monitor,South,Priya,7,800,5600,Returned,Cash
ORD10516,2024-02-09,Customer_163,Printer,West,Amit,2,25000,50000,Cancelled,Cash
ORD10517,2024-06-07,Customer_38,Mouse,east,Karan,10,500,5000,Returned,cash 
ORD10518,2024-10-16,Customer_196,SSD,East,Rahul,10,5000,50000,Cancelled,cash 
ORD10519,2025-01-15,Customer_326,Keyboard,South,Rahul,9,800,7200,Shipped,Credit Card
ORD10519,2024-12-31,Customer_70,Headset,east,Vikas,1,12000,, Returned,Net Banking
ORD10521,2024-01-25,Customer_397,Printer,North,Karan,3,800,2400,Returned,Credit Card
ORD10522,2025-09-19,Customer_377,Keyboard,South,Neha,10,1200,12000,Returned,cash 
ORD10523,2024-06-26,Customer_571,Speaker,East,Karan,4,25000,100000,Returned,Net Banking
ORD10524,2024-10-18,Customer_148,SSD,South,Amit,6,2500,15000,Delivered,cash 
ORD10525,2024-10-19,Customer_282,Webcam,east,Vikas,10,800,8000, Returned,Cash
ORD10526,2025-04-21,Customer_8,Monitor,east,Amit,8,800,6400,Shipped,Debit Card
ORD10527,2025-11-13,Customer_323,Tablet,West,Sneha,2,5000,10000,Shipped,UPI
ORD10528,2025-01-02,,Keyboard   , SOUTH,Priya,-9,800,-7200,delivered,UPI
ORD10529,2025-05-16,Customer_294,Monitor,East,Neha,6,1200,7200,Returned,cash 
ORD10530,2024-12-20,Customer_470,Keyboard,East,Pooja,7,2500,17500, Returned,Net Banking
ORD10531,2024-08-25,Customer_501,SSD,West,Vikas,10,500,5000,Delivered,Cash
ORD10532,2024-02-15,Customer_37,Laptop,East,Pooja,7,1200,8400,Cancelled,Net Banking
ORD10533,2025-07-05,Customer_170,SSD,north ,Sneha,1,12000,12000,Cancelled,Debit Card
ORD10534,2025-07-15,Customer_456,Keyboard,East,Sneha,8,25000,200000, Returned,Net Banking
ORD10535,2025-01-30,Customer_452,Tablet,South,Vikas,3,25000,75000,Returned,Credit Card
ORD10536,2024-12-26,Customer_504,Keyboard, SOUTH,Neha,3,5000,15000,Returned,Cash
ORD10537,2025-04-07,Customer_586,Monitor,east,Vikas,7,1200,8400,delivered,Cash
ORD10538,2024-10-08,Customer_491,Monitor, SOUTH,Amit,10,800,8000, Returned,Debit Card
ORD10539,2025-10-28,  Customer_550  ,Laptop,North,Amit,5,25000,125000,Cancelled,cash 
ORD10540,2025-09-14,Customer_39,Monitor,east,Rahul,2,12000,24000,delivered,Debit Card
ORD10541,2025-01-23,Customer_35,Tablet, SOUTH,Priya,10,2500,25000, Returned,Cash
ORD10542,2025-08-13,Customer_444,Monitor,east,Pooja,3,25000,75000,Shipped,Net Banking
ORD10543,2024-08-20,Customer_499,Speaker,east,Karan,9,1200,10800,Returned,Debit Card
ORD10544,2025-12-07,Customer_90,Headset,north ,Sneha,1,2500,2500, Returned,UPI
ORD10545,2024-12-03,Customer_507,Mouse,South,Priya,3,500,1500,delivered,Debit Card
ORD10546,2024-02-16,Customer_81,Laptop,West,Karan,8,1200,#VALUE!,Delivered,UPI
ORD10547,2024-04-28,Customer_345,Keyboard,North,Vikas,10,800,8000,Cancelled,Cash
ORD10548,2025-09-18,Customer_280,SSD,East,Rahul,8,25000,200000,Delivered,Net Banking
ORD10549,2025-01-10,Customer_394,SSD,South,Priya,2,800,1600,Cancelled,Net Banking
ORD10550,22/11/2025,Customer_423,Printer, SOUTH,Vikas,1,12000,12000,Shipped,Cash
ORD10551,2025-04-25,Customer_368,Printer,West,Sneha,5,5000,25000,delivered,UPI
ORD10552,2024-09-09,Customer_209,Keyboard,east,Sneha,8,2500,20000,delivered,Debit Card
ORD10553,2025-04-17,Customer_296,Webcam,east,Rahul,9,800,7200,Cancelled,Cash
ORD10554,2024-11-29,Customer_360,Mouse,east,Sneha,10,25000,250000, Returned,Cash
ORD10555,32/13/2024,Customer_372,Laptop,east,Vikas,9,500,4500, Returned,Cash
ORD10556,2024-05-21,Customer_593,Webcam,North,Amit,1,800,800,delivered,UPI
ORD10557,2025-04-27,Customer_477,Tablet,north ,Pooja,6,5000,30000,Returned,cash 
ORD10558,2024-02-18,Customer_457,Headset,north ,Amit,4,12000,48000,delivered,Debit Card
ORD10559,2024-08-05,Customer_585,SSD,east,Vikas,6,25000,150000, Returned,cash 
ORD10559,2024-05-11,Customer_524,Mouse,East,Priya,3,12000,36000,Shipped,UPI
ORD10561,2025-04-22,,Laptop,North,Neha,3,2500,7500,Cancelled,cash 
ORD10562,2025-12-17,Customer_302,SSD,north ,Priya,5,12000,60000,Returned,Net Banking
ORD10563,2024-01-25,Customer_417,SSD,West,Neha,9,12000,108000,Cancelled,cash 
ORD10564,2025-03-19,Customer_581,Printer,South,Vikas,2,2500,5000,delivered,Credit Card
ORD10565,2024-05-16,Customer_170,Printer, SOUTH,Karan,7,500,3500,Returned,cash 
ORD10566,2025-08-28,Customer_91,Laptop,north ,Neha,10,800,8000,Cancelled,Net Banking
ORD10567,2024-03-14,Customer_585,Headset,West,Karan,3,25000,75000,Shipped,Credit Card
ORD10568,2025-01-15,Customer_510,Printer,West,Rahul,6,5000,30000,Delivered,Credit Card
ORD10569,2024-04-03,Customer_100,Keyboard,east,Karan,4,500,2000,Delivered,Debit Card
ORD10570,2024-08-25,Customer_128,Webcam,North,Priya,2,800,1600,Returned,Cash
ORD10571,2025-03-16,Customer_262,Printer,East,Neha,3,12000,36000,delivered,UPI
ORD10572,2025-12-26,Customer_331,Laptop   ,East,Priya,5,25000,,Cancelled,Credit Card
ORD10573,2025-10-26,Customer_482,Speaker, SOUTH,Priya,8,2500,20000,delivered,Credit Card
ORD10574,2024-07-03,Customer_14,Headset,north ,Rahul,9,25000,225000,Delivered,Cash
ORD10575,2024-02-29,Customer_159,Monitor,West,Sneha,5,500,2500,Shipped,Cash
ORD10576,2025-10-20,Customer_19,Webcam,North,Vikas,10,1200,12000,Shipped,Net Banking
